STT,Trích yếu,Số đến,Số ký hiệu,Ngày văn bản,Ngày đến,Đơn vị ban hành,Nội dung,Ngày hết hạn,Người xử lý cuối,Thời gian xử lý,Số hồ sơ,Mã hồ sơ,Ghi chú
4160,V/v giao bổ sung nhiệm vụ lập báo cáo đề xuất chủ trương đầu tư dự án,,1296/UBND-TCKH,13/09/2022,14/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (14/09/2022), Khuất Hữu Tuấn (14/09/2022), Nguyễn Văn Tập (15/09/2022), Đặng Hoàng Giang (15/09/2022), Hoàng Mạnh Tuấn QLDT (15/09/2022), Nguyễn Nhã Đức (15/09/2022), Vũ Hữu Dũng (15/09/2022)",,,,,,
4159,V/v sử dụng nguồn vốn chỉ thường xuyên cho công tác lập quy hoạch trên địa bàn huyện,,1298/UBND-TCKH,13/09/2022,14/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (14/09/2022), Khuất Hữu Tuấn (14/09/2022), Nguyễn Văn Tập (17/09/2022), Tô Quang Tuyển (17/09/2022)",,,,,,
4166,Báo cáo hoàn thành thi công xây dựng công trình: Nhà văn hóa thôn 8 xã Phụng Thượng,,370/BC-BQLDA,14/09/2022,16/09/2022,Ban quản lý dự án và đầu tư xây dựng,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Nguyễn Nhã Đức (16/09/2022)",,,,,,
4162,Đơn đề nghị cấp giấy phép xây dựng nhà ở riêng lẻ tại khu đấu giá Cát Hạ xã Tam Thuấn của ông Trương Văn Tặng,,000.00.69.H26-220914-0007,14/09/2022,15/09/2022,,"Khuất Hữu Tuấn (15/09/2022), Nguyễn Văn Tập (15/09/2022), Tô Quang Tuyển (15/09/2022)",,,,,,
4168,"Công tác giám sát, đánh giá đầu tư năm 2022",,157/TCKH,14/09/2022,16/09/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Nguyễn Lan Anh (16/09/2022), Tô Quang Tuyển (16/09/2022)",,,,,,
4161,"Tờ trình về việc thẩm định, phê duyệt điểu chỉnh báo cáo kinh tế kỹ thuật xây dụng công trình: Cải tạo, nâng cấp nghĩa trang liệt sỹ xã Hiệp Thuận",,75/TTR-UBND,14/09/2022,15/09/2022,UND xã Hiệp Thuận,"Khuất Hữu Tuấn (15/09/2022), Nguyễn Văn Tập (16/09/2022), Nguyễn Nhã Đức (16/09/2022)",,,,,,
4184,"Tờ trình đề nghị chấp thuận cho phép điều chỉnh báo cáo kinh tế kỹ thuật công trình Nâng cấp, cải tạo nghĩa trang nhân dân thôn Vĩnh Khang - Vĩnh Thuận - Vĩnh Lộc (dự án đuyệt năm 2020 do đ/c Tập thẩm định)",,344/TTR-BQLDA,14/09/2022,21/09/2022,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (21/09/2022), Nguyễn Văn Tập (21/09/2022), Nguyễn Nhã Đức (21/09/2022)",,,,,,
4156,"Tờ trình đề nghị thẩm định, phê duyệt điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: Trạm y tế xã Phụng Thượng",,344/TTR-BQLDA,14/09/2022,14/09/2022,Ban Quản lý dự án đầu tư xây dựng,"Khuất Hữu Tuấn (14/09/2022), Nguyễn Văn Tập (14/09/2022), Nguyễn Nhã Đức (14/09/2022)",,,,,,
4915,"V/v diều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: nâng cấp, cải tạo ao trung tâm thôn 4 và tuyến đường đi nhà văn hóa thôn 6 xã Liên Hiệp",,1304/UBND-QLĐT,14/09/2022,16/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Đặng Hoàng Giang (16/09/2022), Hoàng Mạnh Tuấn QLDT (16/09/2022)",,,,,,
4158,"Tờ trình đề nghị thẩm định, phê duyệt báo cáo nghiên cứu khả thi đầu tư xây dưng dự án: xây dựng hạ tầng kỹ thuật đấu giá quyền sử dụng đất khu đồng Cá xã Phúc Hòa, tỷ lệ 1/500",,234/TTR-TTPTQĐ,14/09/2022,14/09/2022,Trung tâm phát triển quỹ đất,"Khuất Hữu Tuấn (14/09/2022), Nguyễn Văn Tập (14/09/2022), Nguyễn Nhã Đức (14/09/2022)",,,,,,
4417,V/v kiện toàn Ban chỉ đạo 197 huyện Phúc Thọ,,3457/QĐ-UBND,15/09/2022,10/11/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (10/11/2022), Đặng Hoàng Giang (10/11/2022)",,,,,,
4165,"V/v chuẩn bị báo cáo công tác quản lý, khai thác cát sỏi lòng sông trên địa bàn huyện",,1307/UBND-TNMT,15/09/2022,16/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (17/09/2022), Tô Quang Tuyển (17/09/2022)",,,,,,
4171,Báo cáo hoàn thành thi công công trình xây dựng: Cải tạo trụ sở UBND xã Xuân Đình,,376/BC-BQLDA,15/09/2022,16/09/2022,Ban quản lý dự án và đầu tư xây dựng,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Nguyễn Nhã Đức (16/09/2022)",,,,,,
4917,Về việc phê duyệt Báo cáo kinh tế kỹ thuật đầu tư xây dựng Công trình: Cải tạo nâng cấp đường giao thông liên thôn Vân Lôi-Mỹ Giang xã Trạch Mỹ Lộc,,3458/QĐ-UBND,15/09/2022,19/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (19/09/2022), Khuất Hữu Tuấn (19/09/2022), Đặng Hoàng Giang (19/09/2022), Vũ Hữu Dũng (19/09/2022)",,,,,,
4163,Làm rõ báo cáo đề xuất chủ trương đầu tư dự án giao thông (Dự án gửi qua gmail công vụ) (12 dự án đường giao thông),,159/TCKH,16/09/2022,16/09/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Vũ Hữu Dũng (16/09/2022), Hoàng Mạnh Tuấn QLDT (16/09/2022)",,,,,,
4164,Lấy ý kiến thẩm định báo cáo đề xuất điều chỉnh chủ trương đầu tư,,158/TCKH,16/09/2022,16/09/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Nguyễn Nhã Đức (16/09/2022), Vũ Hữu Dũng (16/09/2022)",,,,,,
4175,Đơn đề nghị cấp giấy phép xây dựng nhà ở riêng lẻ tại khu đấu giá quyền sử dụng đất Mả Mảy xã Phụng Thượng của ông Dương Quang Thành,,000.00.69.H26-220916-0008,16/09/2022,19/09/2022,,"Khuất Hữu Tuấn (19/09/2022), Nguyễn Văn Tập (19/09/2022), Nguyễn Nhã Đức (19/09/2022)",,,,,,
4173,"Đơn đề nghị cấp giấy phép xây dựng nhà ở riêng lẻ tại tổ dân phố số 5, thị trấn Phúc Thọ của ông Nguyễn Văn Xuân",,000.00.69.H26-220916-0006,16/09/2022,19/09/2022,,"Khuất Hữu Tuấn (19/09/2022), Nguyễn Văn Tập (19/09/2022), Nguyễn Nhã Đức (19/09/2022)",,,,,,
4933,V/v phê duyệt điều chỉnh báo cáo KTKT đầu tư xây dựng dự án: đường gia thông nội đồng xã Thượng Cốc,,3473/QĐ-UBND,16/09/2022,30/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (30/09/2022), Khuất Hữu Tuấn (30/09/2022), Đặng Hoàng Giang (01/10/2022), Hoàng Mạnh Tuấn QLDT (01/10/2022)",,,,,,
4177,"Đơn đề nghị cấp giấy phép xây dựng nhà ở riêng lẻ tại tổ dân phố số 6, thị trấn Phúc Thọ của ông Nguyễn Duy Chiến",,000.00.69.H26-220916-0009,16/09/2022,19/09/2022,,"Khuất Hữu Tuấn (19/09/2022), Nguyễn Văn Tập (19/09/2022), Nguyễn Nhã Đức (19/09/2022), Tô Quang Tuyển (19/09/2022)",,,,,,
4174,"Đơn đề nghị cấp giấy phép xây dựng nhà ở riêng lẻ tại tổ dân phố số 4, thị trấn Phúc Thọ của ông Nguyễn Văn Hải",,000.00.69.H26-220916-0007,16/09/2022,19/09/2022,,"Khuất Hữu Tuấn (19/09/2022), Nguyễn Văn Tập (19/09/2022), Nguyễn Nhã Đức (19/09/2022)",,,,,,
4172,"Tổ chức hội nghị để thống nhất thời gian thực hiện các công trình, dự án nằm trong danh mục kế hoạch sử dụng đất 5 năm 2021 - 2021 thành phố Hà Nội",,675/GM-TNMT,17/09/2022,19/09/2022,Phòng Tài nguyên & Môi trường,"Phòng Quản lý đô thị (19/09/2022), Khuất Hữu Tuấn (19/09/2022), Đặng Hoàng Giang (19/09/2022), Nguyễn Văn Tập (19/09/2022), Nguyễn Nhã Đức (19/09/2022), Hoàng Mạnh Tuấn QLDT (19/09/2022), Tô Quang Tuyển (19/09/2022), Vũ Hữu Dũng (19/09/2022)",,,,,,
4181,Bổ sung hô sơ quyết toán công trình: Cải tạo trung tâm bồi dưỡng chính trị huyện Phúc Thọ,,160/TCKH,19/09/2022,20/09/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022), Nguyễn Văn Tập (20/09/2022), Nguyễn Nhã Đức (20/09/2022)",,,,,,
4182,"V/v rà soát, tổng hợp tiến độ thực hiện các chỉ đạo của Thường trực, Ban Thường vụ Thành ủy, Huyện ủy",,1324/UBND-VP,19/09/2022,20/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022), Nguyễn Văn Tập (21/09/2022), Đặng Hoàng Giang (21/09/2022), Tô Quang Tuyển (21/09/2022), Nguyễn Lan Anh (21/09/2022)",,,,,,
4178,"Tờ trình đề nghị thẩm định, phê duyệt báo cáo kinh tế kỹ thuật. Dự án Cứng hóa đường mương nội đồng xã Vân Phúc",,65/TTR-UBND,19/09/2022,19/09/2022,UBND xã Vân Phúc,"Khuất Hữu Tuấn (19/09/2022), Đặng Hoàng Giang (19/09/2022), Hoàng Mạnh Tuấn QLDT (19/09/2022)",,,,,,
4459,"Tờ trình về việc thẩm định, phê duyệt báo cáo kinh tế kỹ thuật đầu tư xây dựng. Công trình Nâng cấp, cải tạo đường giao thông và rãnh thoát nước trong khu dân cư 6 thôn xã Xuân Đình (đ/c Giang PTP + đ/c Dũng)",,88/TTR-UBND,19/09/2022,17/11/2022,UBND xã Xuân Đình,"Khuất Hữu Tuấn (17/11/2022), Đặng Hoàng Giang (18/11/2022), Vũ Hữu Dũng (18/11/2022)",,,,,,
4183,"V/v rà soát, tổng hợp tiến độ thực hiện các chỉ đạo của Thường trực, Ban Thường vụ Thành ủy, Huyện ủy",,1323/UBND-VP,19/09/2022,20/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022)",,,,,,
4194,"V/v hướng dẫn quy trình tiếp nhận, đánh giá, công nhận sáng kiến cấp huyện trên địa bàn huyện Phúc Thọ",,1327/UBND-KT,20/09/2022,24/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (24/09/2022), Khuất Hữu Tuấn (24/09/2022), Đặng Hoàng Giang (26/09/2022), Nguyễn Văn Tập (26/09/2022), Hoàng Mạnh Tuấn QLDT (26/09/2022), Nguyễn Nhã Đức (26/09/2022), Tô Quang Tuyển (26/09/2022), Vũ Hữu Dũng (26/09/2022)",,,,,,
4920,"V/v xin ý kiến góp ý vào nội dung Đồ án Quy hoạch chi tiết xây dựng HTKT đấu giá QSD đất khu Đồng Cá, xã Phúc Hòa",,1328/UBND-QLĐT,20/09/2022,20/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022), Nguyễn Văn Tập (21/09/2022), Tô Quang Tuyển (21/09/2022), Nguyễn Nhã Đức (21/09/2022)",,,,,,
4921,"V/v phê duyệt dự án xây dựng hạ tầng kỹ thuật đấu giá QSD đất khu Đồng Cá, xã Phúc Hòa",,3487/QĐ-UBND,20/09/2022,20/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022), Nguyễn Văn Tập (21/09/2022), Nguyễn Nhã Đức (21/09/2022)",,,,,,
4922,"V/v điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: Đường, mương nội đồng xã Xuân Đình giai đoạn 1",,1330/UBND-QLĐT,20/09/2022,20/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022), Đặng Hoàng Giang (21/09/2022), Vũ Hữu Dũng (21/09/2022)",,,,,,
4923,"Phê duyệt điều chỉnh báo cáo KT-KT dự án: cải tạo, nâng cấp nhà văn hóa thôn 1, 3 , 4, 5 xã Vân Nam",,3489/QĐ-UBND,20/09/2022,21/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (21/09/2022), Khuất Hữu Tuấn (21/09/2022), Nguyễn Văn Tập (22/09/2022), Nguyễn Nhã Đức (22/09/2022)",,,,,,
4242,"Tờ trình thẩm định, phê duyệt điều chỉnh báo cáo kinh tế kỹ thuật công trình Nhà văn hóa thôn bảo vệ 2 xã Long xuyên",,360/TTR-BQLDA,21/09/2022,06/10/2022,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (06/10/2022), Nguyễn Văn Tập (07/10/2022), Nguyễn Nhã Đức (07/10/2022)",,,,,,
4191,"Tờ trình thẩm định, phê duyệt điều chỉnh báo cáo kinh tế kỹ thuật công trình Nhà văn hóa thôn Bảo vệ 2 xã Long Xuyên",,360/TTR-BQLDA,21/09/2022,23/09/2022,Ban Quản lý dự án đầu tư xây dựng huyện,,,,,,,
4196,"V/v hướng dẫn thực hiện tiêu chí xây dựng nông thôn mới nâng cao, kiểu mẫu theo Bộ tiêu chí giai đoạn 2021 - 2025",,1340/UBND-KT,21/09/2022,26/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (26/09/2022), Khuất Hữu Tuấn (26/09/2022), Nguyễn Văn Tập (26/09/2022), Đặng Hoàng Giang (26/09/2022), Hoàng Mạnh Tuấn QLDT (26/09/2022), Tô Quang Tuyển (26/09/2022), Vũ Hữu Dũng (26/09/2022), Nguyễn Nhã Đức (26/09/2022)",,,,,,
4193,V/v phê duyệt quyết toán dự án hoàn thành công trình: đường liên xã Xuân Phú - Long Xuyên (đoạn qua thôn Ân Phú xã Xuân Phú),,3641/QĐ-UBND,21/09/2022,24/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (24/09/2022), Khuất Hữu Tuấn (24/09/2022), Đặng Hoàng Giang (26/09/2022), Nguyễn Văn Tập (26/09/2022), Nguyễn Nhã Đức (26/09/2022), Hoàng Mạnh Tuấn QLDT (26/09/2022), Tô Quang Tuyển (26/09/2022), Vũ Hữu Dũng (26/09/2022)",,,,,,
4190,Đơn đề nghị cấp giấy phép xây dựng nhà ở riêng lẻ tại khu đấu giá quyền sử dụng đất Mả Mảy xã Phụng Thượng của ông Đặng Trọng Kiên,,000.00.69.H26-220923-0005,21/09/2022,23/09/2022,,"Khuất Hữu Tuấn (23/09/2022), Nguyễn Văn Tập (26/09/2022), Tô Quang Tuyển (26/09/2022)",,,,,,
4189,Báo cáo hoàn thành thi công xây dựng công trình xây dựng: Trạm y tế xã Vân Nam,,384/BC-BQLDA,21/09/2022,23/09/2022,Ban quản lý dự án và đầu tư xây dựng,"Phòng Quản lý đô thị (23/09/2022), Khuất Hữu Tuấn (23/09/2022), Nguyễn Văn Tập (23/09/2022), Nguyễn Nhã Đức (23/09/2022)",,,,,,
5063,"V/v ủy quyền lựa chọn, chỉ định đơn vị tư vấn đấu thầu gói thầu: tư vấn lập Đồ án quy hoạch xây dựng vùng huyện đến năm 2030 và tầm nhìn đến năm 2050",,3643/QĐ-UBND,21/09/2022,30/12/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (27/01/2023), Khuất Hữu Tuấn (27/01/2023), Nguyễn Văn Tập (27/01/2023), Nguyễn Hải Hậu (27/01/2023), Tô Quang Tuyển (27/01/2023)",,,,,,
4186,"Lịch tiếp xúc cử tri trước kỳ họp thứ Tư, Quốc hội khóa XV (04/10/2022)",,157/TB-HĐND,21/09/2022,21/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (21/09/2022), Khuất Hữu Tuấn (21/09/2022), Đặng Hoàng Giang (22/09/2022)",,,,,,
4192,"Phê duyệt điều chỉnh dự toán thu, chi phí thẩm định dự án dầu tư xây dựng tại phòng Quản lý đô thị năm 2022",,3648/QĐ-UBND,22/09/2022,24/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (24/09/2022), Khuất Hữu Tuấn (24/09/2022), Nguyễn Văn Tập (26/09/2022), Đặng Hoàng Giang (26/09/2022), Tô Quang Tuyển (26/09/2022)",,,,,,
4188,Hội nghị thảo luận các chỉ tiêu kinh tế - xã hội 9 tháng đầu năm 2022,,491//GM-UBND,22/09/2022,22/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (22/09/2022), Khuất Hữu Tuấn (22/09/2022), Đặng Hoàng Giang (22/09/2022)",,,,,,
4924,V/v điều chỉnh báo cáo kinh tế - KT đầu tư xây dựng công trình: Nhà văn hóa thôn Bướm xã Thọ Lộc,,1346/UBND-QLĐT,22/09/2022,23/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (23/09/2022), Khuất Hữu Tuấn (23/09/2022), Nguyễn Văn Tập (26/09/2022), Nguyễn Nhã Đức (26/09/2022)",,,,,,
4942,Phê duyệt điều chỉnh báo cáo KT-KT dự án: nhà văn hóa - khu thể thao thôn Phúc Xuyên xã Võng Xuyên,,3692/QĐ-UBND,23/09/2022,07/10/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (07/10/2022), Khuất Hữu Tuấn (07/10/2022), Nguyễn Văn Tập (07/10/2022), Nguyễn Nhã Đức (07/10/2022)",,,,,,
4928,V/v báo cáo kết quả lấy ý kiến góp ý đối với nhiệm vụ điều chỉnh tổng thể QHC xây dựng thủ đô Hà Nội đến năm 2030 và tầm nhìn đến năm 2050,,1353/UBND-QLĐT,23/09/2022,28/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (28/09/2022), Khuất Hữu Tuấn (28/09/2022), Nguyễn Văn Tập (29/09/2022), Tô Quang Tuyển (29/09/2022)",,,,,,
4937,Danh mục công trình xây dựng thuộc thẩm quyền kiểm tra công tác nghiệm thu của Sở Giao thông vận tải trên địa bàn huyện Phúc Thọ,,381/BC-UBND,23/09/2022,04/10/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (04/10/2022), Khuất Hữu Tuấn (04/10/2022), Đặng Hoàng Giang (04/10/2022), Vũ Hữu Dũng (04/10/2022), Hoàng Mạnh Tuấn QLDT (04/10/2022)",,,,,,
4210,Giám sát kết quả thực hiện Nghị quyết HĐND huyện về phát triển KT-XH 9 tháng đầu năm 2022,,162/KH-UBND,23/09/2022,29/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (29/09/2022), Khuất Hữu Tuấn (29/09/2022), Nguyễn Văn Tập (30/09/2022), Tô Quang Tuyển (30/09/2022)",,,,,,
4211,V/v giao bổ sung nhiệm vụ lập báo cáo đề xuất chủ trương đầu tư dự án,,1352/UBND-TCKH,23/09/2022,29/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (29/09/2022), Khuất Hữu Tuấn (29/09/2022), Nguyễn Văn Tập (30/09/2022), Đặng Hoàng Giang (30/09/2022), Nguyễn Nhã Đức (30/09/2022), Hoàng Mạnh Tuấn QLDT (30/09/2022), Tô Quang Tuyển (30/09/2022), Vũ Hữu Dũng (30/09/2022), Nguyễn Lan Anh (30/09/2022)",,,,,,
4197,Khởi công xây dựng công trình nâng cấp cải tạo đường giao thông thôn xóm xã Võng Xuyên giai đoạn 2,,52/TB-UBND,26/09/2022,26/09/2022,Xã Võng Xuyên,"Phòng Quản lý đô thị (26/09/2022), Khuất Hữu Tuấn (26/09/2022), Đặng Hoàng Giang (26/09/2022), Vũ Hữu Dũng (26/09/2022)",,,,,,
194,"V/v điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: Nâng cấp, cải tạo đường giao thông thôn xóm xã Võng Xuyên (giai đoạn 1).",,405/QLĐT,26/09/2022,,Quản lý đô thị,,,,,,,
4230,"Báo cáo kết quả thực hiện các kết luận, chỉ đạo của Thường trực Thành ủy, Ban thường vụ Thành ủy từ tháng 10/2020 đến nay",,384/BC-UBND,26/09/2022,05/10/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (05/10/2022), Khuất Hữu Tuấn (05/10/2022), Nguyễn Văn Tập (06/10/2022), Đặng Hoàng Giang (06/10/2022), Tô Quang Tuyển (06/10/2022), Nguyễn Lan Anh (06/10/2022)",,,,,,
4202,V/v xin ý kiến về mật độ xây dựng tại các điểm đấu giá xen kẹt trên địa bàn các xã,,693/TNMT,26/09/2022,28/09/2022,Phòng Tài nguyên & Môi trường,"Phòng Quản lý đô thị (28/09/2022), Nguyễn Văn Tập (28/09/2022), Tô Quang Tuyển (28/09/2022)",,,,,,
4282,"Thực hiện Chương trình hành động số 16-CTr/TU ngày 26/8/2022 của Đảng bộ Thành phố thực hiện Nghị quyết số 15-NQ/TW ngày 05/5/2022 của Bộ Chính trị về phương hướng, nhiệm vụ phát triển Thủ đô Hà Nội đến năm 2030, tầm nhìn đến năm 2045",,1362/KH-UBND,26/09/2022,14/10/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (14/10/2022), Khuất Hữu Tuấn (14/10/2022), Nguyễn Văn Tập (15/10/2022), Đặng Hoàng Giang (15/10/2022), Tô Quang Tuyển (15/10/2022)",,,,,,
4203,Về việc báo cáo Giám sát tình hình kết quả thực hiện Nghị quyết số 27/NQ-HĐND ngày 08/12/2021 của HĐND thành phố,,1359/UBND-TCKH,26/09/2022,28/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (28/09/2022), Khuất Hữu Tuấn (28/09/2022), Nguyễn Văn Tập (29/09/2022), Nguyễn Lan Anh (29/09/2022)",,,,,,
